DATE_ID,DATE_VALUE,DAY,MONTH,YEAR,QUARTER,WEEK
21030801,2103-08-01,1,8,2103,3,31
21030802,2103-08-02,2,8,2103,3,31
21030803,2103-08-03,3,8,2103,3,31
21030804,2103-08-04,4,8,2103,3,31
21030805,2103-08-05,5,8,2103,3,32
21030806,2103-08-06,6,8,2103,3,32
21030807,2103-08-07,7,8,2103,3,32
21030808,2103-08-08,8,8,2103,3,32
21030809,2103-08-09,9,8,2103,3,32
21030810,2103-08-10,10,8,2103,3,32
21030811,2103-08-11,11,8,2103,3,32
21030812,2103-08-12,12,8,2103,3,33
21030813,2103-08-13,13,8,2103,3,33
21030814,2103-08-14,14,8,2103,3,33
21030815,2103-08-15,15,8,2103,3,33
21030816,2103-08-16,16,8,2103,3,33
21030817,2103-08-17,17,8,2103,3,33
21030818,2103-08-18,18,8,2103,3,33
21030819,2103-08-19,19,8,2103,3,34
21030820,2103-08-20,20,8,2103,3,34
21030821,2103-08-21,21,8,2103,3,34
21030822,2103-08-22,22,8,2103,3,34
21030823,2103-08-23,23,8,2103,3,34
21030824,2103-08-24,24,8,2103,3,34
21030825,2103-08-25,25,8,2103,3,34
21030826,2103-08-26,26,8,2103,3,35
21030827,2103-08-27,27,8,2103,3,35
21030828,2103-08-28,28,8,2103,3,35
21030829,2103-08-29,29,8,2103,3,35
21030830,2103-08-30,30,8,2103,3,35
21030831,2103-08-31,31,8,2103,3,35
21030901,2103-09-01,1,9,2103,3,35
21030902,2103-09-02,2,9,2103,3,36
21030903,2103-09-03,3,9,2103,3,36
21030904,2103-09-04,4,9,2103,3,36
21030905,2103-09-05,5,9,2103,3,36
21030906,2103-09-06,6,9,2103,3,36
21030907,2103-09-07,7,9,2103,3,36
21030908,2103-09-08,8,9,2103,3,36
21030909,2103-09-09,9,9,2103,3,37
21030910,2103-09-10,10,9,2103,3,37
21030911,2103-09-11,11,9,2103,3,37
21030912,2103-09-12,12,9,2103,3,37
21030913,2103-09-13,13,9,2103,3,37
21030914,2103-09-14,14,9,2103,3,37
21030915,2103-09-15,15,9,2103,3,37
21030916,2103-09-16,16,9,2103,3,38
21030917,2103-09-17,17,9,2103,3,38
21030918,2103-09-18,18,9,2103,3,38
21030919,2103-09-19,19,9,2103,3,38
21030920,2103-09-20,20,9,2103,3,38
21030921,2103-09-21,21,9,2103,3,38
21030922,2103-09-22,22,9,2103,3,38
21030923,2103-09-23,23,9,2103,3,39
21030924,2103-09-24,24,9,2103,3,39
21030925,2103-09-25,25,9,2103,3,39
21030926,2103-09-26,26,9,2103,3,39
21030927,2103-09-27,27,9,2103,3,39
21030928,2103-09-28,28,9,2103,3,39
21030929,2103-09-29,29,9,2103,3,39
21030930,2103-09-30,30,9,2103,3,40
21031001,2103-10-01,1,10,2103,4,40
21031002,2103-10-02,2,10,2103,4,40
21031003,2103-10-03,3,10,2103,4,40
21031004,2103-10-04,4,10,2103,4,40
21031005,2103-10-05,5,10,2103,4,40
21031006,2103-10-06,6,10,2103,4,40
21031007,2103-10-07,7,10,2103,4,41
21031008,2103-10-08,8,10,2103,4,41
21031009,2103-10-09,9,10,2103,4,41
21031010,2103-10-10,10,10,2103,4,41
21031011,2103-10-11,11,10,2103,4,41
21031012,2103-10-12,12,10,2103,4,41
21031013,2103-10-13,13,10,2103,4,41
21031014,2103-10-14,14,10,2103,4,42
21031015,2103-10-15,15,10,2103,4,42
21031016,2103-10-16,16,10,2103,4,42
21031017,2103-10-17,17,10,2103,4,42
21031018,2103-10-18,18,10,2103,4,42
21031019,2103-10-19,19,10,2103,4,42
21031020,2103-10-20,20,10,2103,4,42
21031021,2103-10-21,21,10,2103,4,43
21031022,2103-10-22,22,10,2103,4,43
21031023,2103-10-23,23,10,2103,4,43
21031024,2103-10-24,24,10,2103,4,43
21031025,2103-10-25,25,10,2103,4,43
21031026,2103-10-26,26,10,2103,4,43
21031027,2103-10-27,27,10,2103,4,43
21031028,2103-10-28,28,10,2103,4,44
21031029,2103-10-29,29,10,2103,4,44
21031030,2103-10-30,30,10,2103,4,44
21031031,2103-10-31,31,10,2103,4,44
21031101,2103-11-01,1,11,2103,4,44
21031102,2103-11-02,2,11,2103,4,44
21031103,2103-11-03,3,11,2103,4,44
21031104,2103-11-04,4,11,2103,4,45
21031105,2103-11-05,5,11,2103,4,45
21031106,2103-11-06,6,11,2103,4,45
21031107,2103-11-07,7,11,2103,4,45
21031108,2103-11-08,8,11,2103,4,45
21031109,2103-11-09,9,11,2103,4,45
21031110,2103-11-10,10,11,2103,4,45
21031111,2103-11-11,11,11,2103,4,46
21031112,2103-11-12,12,11,2103,4,46
21031113,2103-11-13,13,11,2103,4,46
21031114,2103-11-14,14,11,2103,4,46
21031115,2103-11-15,15,11,2103,4,46
21031116,2103-11-16,16,11,2103,4,46
21031117,2103-11-17,17,11,2103,4,46
21031118,2103-11-18,18,11,2103,4,47
21031119,2103-11-19,19,11,2103,4,47
21031120,2103-11-20,20,11,2103,4,47
21031121,2103-11-21,21,11,2103,4,47
21031122,2103-11-22,22,11,2103,4,47
21031123,2103-11-23,23,11,2103,4,47
21031124,2103-11-24,24,11,2103,4,47
21031125,2103-11-25,25,11,2103,4,48
21031126,2103-11-26,26,11,2103,4,48
21031127,2103-11-27,27,11,2103,4,48
21031128,2103-11-28,28,11,2103,4,48
21031129,2103-11-29,29,11,2103,4,48
21031130,2103-11-30,30,11,2103,4,48
21031201,2103-12-01,1,12,2103,4,48
21031202,2103-12-02,2,12,2103,4,49
21031203,2103-12-03,3,12,2103,4,49
21031204,2103-12-04,4,12,2103,4,49
21031205,2103-12-05,5,12,2103,4,49
21031206,2103-12-06,6,12,2103,4,49
21031207,2103-12-07,7,12,2103,4,49
21031208,2103-12-08,8,12,2103,4,49
21031209,2103-12-09,9,12,2103,4,50
21031210,2103-12-10,10,12,2103,4,50
21031211,2103-12-11,11,12,2103,4,50
21031212,2103-12-12,12,12,2103,4,50
21031213,2103-12-13,13,12,2103,4,50
21031214,2103-12-14,14,12,2103,4,50
21031215,2103-12-15,15,12,2103,4,50
21031216,2103-12-16,16,12,2103,4,51
21031217,2103-12-17,17,12,2103,4,51
21031218,2103-12-18,18,12,2103,4,51
21031219,2103-12-19,19,12,2103,4,51
21031220,2103-12-20,20,12,2103,4,51
21031221,2103-12-21,21,12,2103,4,51
21031222,2103-12-22,22,12,2103,4,51
21031223,2103-12-23,23,12,2103,4,52
21031224,2103-12-24,24,12,2103,4,52
21031225,2103-12-25,25,12,2103,4,52
21031226,2103-12-26,26,12,2103,4,52
21031227,2103-12-27,27,12,2103,4,52
21031228,2103-12-28,28,12,2103,4,52
21031229,2103-12-29,29,12,2103,4,52
21031230,2103-12-30,30,12,2103,4,53
21031231,2103-12-31,31,12,2103,4,53
21040101,2104-01-01,1,1,2104,1,1
21040102,2104-01-02,2,1,2104,1,1
21040103,2104-01-03,3,1,2104,1,1
21040104,2104-01-04,4,1,2104,1,1
21040105,2104-01-05,5,1,2104,1,1
21040106,2104-01-06,6,1,2104,1,2
21040107,2104-01-07,7,1,2104,1,2
21040108,2104-01-08,8,1,2104,1,2
21040109,2104-01-09,9,1,2104,1,2
21040110,2104-01-10,10,1,2104,1,2
21040111,2104-01-11,11,1,2104,1,2
21040112,2104-01-12,12,1,2104,1,2
21040113,2104-01-13,13,1,2104,1,3
21040114,2104-01-14,14,1,2104,1,3
21040115,2104-01-15,15,1,2104,1,3
21040116,2104-01-16,16,1,2104,1,3
21040117,2104-01-17,17,1,2104,1,3
21040118,2104-01-18,18,1,2104,1,3
21040119,2104-01-19,19,1,2104,1,3
21040120,2104-01-20,20,1,2104,1,4
21040121,2104-01-21,21,1,2104,1,4
21040122,2104-01-22,22,1,2104,1,4
21040123,2104-01-23,23,1,2104,1,4
21040124,2104-01-24,24,1,2104,1,4
21040125,2104-01-25,25,1,2104,1,4
21040126,2104-01-26,26,1,2104,1,4
21040127,2104-01-27,27,1,2104,1,5
21040128,2104-01-28,28,1,2104,1,5
21040129,2104-01-29,29,1,2104,1,5
21040130,2104-01-30,30,1,2104,1,5
21040131,2104-01-31,31,1,2104,1,5
21040201,2104-02-01,1,2,2104,1,5
21040202,2104-02-02,2,2,2104,1,5
21040203,2104-02-03,3,2,2104,1,6
21040204,2104-02-04,4,2,2104,1,6
21040205,2104-02-05,5,2,2104,1,6
21040206,2104-02-06,6,2,2104,1,6
21040207,2104-02-07,7,2,2104,1,6
21040208,2104-02-08,8,2,2104,1,6
21040209,2104-02-09,9,2,2104,1,6
21040210,2104-02-10,10,2,2104,1,7
21040211,2104-02-11,11,2,2104,1,7
21040212,2104-02-12,12,2,2104,1,7
21040213,2104-02-13,13,2,2104,1,7
21040214,2104-02-14,14,2,2104,1,7
21040215,2104-02-15,15,2,2104,1,7
21040216,2104-02-16,16,2,2104,1,7
21040217,2104-02-17,17,2,2104,1,8
21040218,2104-02-18,18,2,2104,1,8
21040219,2104-02-19,19,2,2104,1,8
21040220,2104-02-20,20,2,2104,1,8
21040221,2104-02-21,21,2,2104,1,8
21040222,2104-02-22,22,2,2104,1,8
21040223,2104-02-23,23,2,2104,1,8
21040224,2104-02-24,24,2,2104,1,9
21040225,2104-02-25,25,2,2104,1,9
21040226,2104-02-26,26,2,2104,1,9
21040227,2104-02-27,27,2,2104,1,9
21040228,2104-02-28,28,2,2104,1,9
21040229,2104-02-29,29,2,2104,1,9
21040301,2104-03-01,1,3,2104,1,9
21040302,2104-03-02,2,3,2104,1,10
21040303,2104-03-03,3,3,2104,1,10
21040304,2104-03-04,4,3,2104,1,10
21040305,2104-03-05,5,3,2104,1,10
21040306,2104-03-06,6,3,2104,1,10
21040307,2104-03-07,7,3,2104,1,10
21040308,2104-03-08,8,3,2104,1,10
21040309,2104-03-09,9,3,2104,1,11
21040310,2104-03-10,10,3,2104,1,11
21040311,2104-03-11,11,3,2104,1,11
21040312,2104-03-12,12,3,2104,1,11
21040313,2104-03-13,13,3,2104,1,11
21040314,2104-03-14,14,3,2104,1,11
21040315,2104-03-15,15,3,2104,1,11
21040316,2104-03-16,16,3,2104,1,12
21040317,2104-03-17,17,3,2104,1,12
21040318,2104-03-18,18,3,2104,1,12
21040319,2104-03-19,19,3,2104,1,12
21040320,2104-03-20,20,3,2104,1,12
21040321,2104-03-21,21,3,2104,1,12
21040322,2104-03-22,22,3,2104,1,12
21040323,2104-03-23,23,3,2104,1,13
21040324,2104-03-24,24,3,2104,1,13
21040325,2104-03-25,25,3,2104,1,13
21040326,2104-03-26,26,3,2104,1,13
21040327,2104-03-27,27,3,2104,1,13
21040328,2104-03-28,28,3,2104,1,13
21040329,2104-03-29,29,3,2104,1,13
21040330,2104-03-30,30,3,2104,1,14
21040331,2104-03-31,31,3,2104,1,14
21040401,2104-04-01,1,4,2104,2,14
21040402,2104-04-02,2,4,2104,2,14
21040403,2104-04-03,3,4,2104,2,14
21040404,2104-04-04,4,4,2104,2,14
21040405,2104-04-05,5,4,2104,2,14
21040406,2104-04-06,6,4,2104,2,15
21040407,2104-04-07,7,4,2104,2,15
21040408,2104-04-08,8,4,2104,2,15
21040409,2104-04-09,9,4,2104,2,15
21040410,2104-04-10,10,4,2104,2,15
21040411,2104-04-11,11,4,2104,2,15
21040412,2104-04-12,12,4,2104,2,15
21040413,2104-04-13,13,4,2104,2,16
21040414,2104-04-14,14,4,2104,2,16
21040415,2104-04-15,15,4,2104,2,16
21040416,2104-04-16,16,4,2104,2,16
21040417,2104-04-17,17,4,2104,2,16
21040418,2104-04-18,18,4,2104,2,16
21040419,2104-04-19,19,4,2104,2,16
21040420,2104-04-20,20,4,2104,2,17
21040421,2104-04-21,21,4,2104,2,17
21040422,2104-04-22,22,4,2104,2,17
21040423,2104-04-23,23,4,2104,2,17
21040424,2104-04-24,24,4,2104,2,17
21040425,2104-04-25,25,4,2104,2,17
21040426,2104-04-26,26,4,2104,2,17
21040427,2104-04-27,27,4,2104,2,18
21040428,2104-04-28,28,4,2104,2,18
21040429,2104-04-29,29,4,2104,2,18
21040430,2104-04-30,30,4,2104,2,18
21040501,2104-05-01,1,5,2104,2,18
21040502,2104-05-02,2,5,2104,2,18
21040503,2104-05-03,3,5,2104,2,18
21040504,2104-05-04,4,5,2104,2,19
21040505,2104-05-05,5,5,2104,2,19
21040506,2104-05-06,6,5,2104,2,19
21040507,2104-05-07,7,5,2104,2,19
21040508,2104-05-08,8,5,2104,2,19
21040509,2104-05-09,9,5,2104,2,19
21040510,2104-05-10,10,5,2104,2,19
21040511,2104-05-11,11,5,2104,2,20
21040512,2104-05-12,12,5,2104,2,20
21040513,2104-05-13,13,5,2104,2,20
21040514,2104-05-14,14,5,2104,2,20
21040515,2104-05-15,15,5,2104,2,20
21040516,2104-05-16,16,5,2104,2,20
21040517,2104-05-17,17,5,2104,2,20
21040518,2104-05-18,18,5,2104,2,21
21040519,2104-05-19,19,5,2104,2,21
21040520,2104-05-20,20,5,2104,2,21
21040521,2104-05-21,21,5,2104,2,21
21040522,2104-05-22,22,5,2104,2,21
21040523,2104-05-23,23,5,2104,2,21
